query_id,query_text
4478363092_caption_02,"Two children, one wearing purple, the other black, ride a single bike on the pavement."
4478363092_caption_03,A kid in black pedaling a bike while a girl stands on the pegs of the bike.
4478363092_caption_04,Two children wearing helmets ride down the street on a red bike.
448227389_caption_00,"A man wearing a orange work vest is using a device to work on railing for public transit, in the city."
448227389_caption_01,A man in a orange vest works on a city train track surrounded by brick pavement in a city.
448227389_caption_02,A construction worker moves a device along a rail in front of a construction site.
448227389_caption_03,A man in a orange vest and black pants works on tracks in a city.
448227389_caption_04,A man performs repairs on a public transportation system.
4482794481_caption_00,A man walks up to a red and yellow building to pay for gas on a gold but sunny day.
4482794481_caption_01,"Man in red walking toward a red gas station kiosk that reads, ""Diesel Gas""."
4482794481_caption_02,A man in a red jacket walks by a red gas station office.
4482794481_caption_03,A man is walking by a diesel refilling station.
4482794481_caption_04,Picture of a guy at a gas station.
4483334217_caption_00,A man jumps with his bike in a parking lot next to a four story building.
4483334217_caption_01,Man doing a trick on his bike by jumping in the air while he is on it.
4483334217_caption_02,A person is wearing jeans while performing a bike stunt outdoors.
4483334217_caption_03,A guy is doing a bicycle trick in the air at dusk.
4483334217_caption_04,A person is jumping with a red bike.
4486982499_caption_00,"A bicycle which has been painted completely white, and has been written on in multiple places, is chained to a pole along the street."
4486982499_caption_01,The boy locked the cycle and went away.
4486982499_caption_02,A white bike is leaning against a post.
4486982499_caption_03,A white bike is tied to a street sign.
4486982499_caption_04,A white bicycle is tied to a post.
4488908417_caption_00,Man standing in the foreground with taxi behind with lights on and buildings in the background and light filtering down from above.
4488908417_caption_01,A young man in a vest with a rosary stands by a taxi and another young man with a baggy shirt.
4488908417_caption_02,Men in baggy clothes hang out on a sidewalk while a cab sits nearby.
4488908417_caption_03,A hispanic man wearing a rosary is waiting for a cab.
4488908417_caption_04,A man in a vest stands near a taxi cab.
4489494169_caption_00,"A small child wearing a blue shirt with airplanes on it, blue pants, red converse sneakers, and a blue helmet is standing over a yellow toy dump truck."
4489494169_caption_01,A small boy in a blue helmet playing with a yellow toy truck.
4489494169_caption_02,A young child with a helmet on playing with a Tonka truck.
4489494169_caption_03,A baby wearing a helmet is playing with a yellow truck.
4489494169_caption_04,Little boy playing with his toy truck.
4489812039_caption_00,A child riding an all-terrain vehicle makes curved tracks in a muddy field next to a storage building.
4489812039_caption_01,A person is riding a quad through a field of mud that has several buildings behind it.
4489812039_caption_02,A young kid wearing a helmet is riding a 4-wheeler through the mud.
4489812039_caption_03,A person with a helmet riding a four wheeler in the mud
4489812039_caption_04,Person on a dirt bike in the mud.
4490814834_caption_00,A guy in a white hat is sitting on a cart being pulled down the street by a donkey.
4490814834_caption_01,A man in a black shirt and a white hat is pulled on a trailer by a donkey.
4490814834_caption_02,A man rides on a platform with wheels and is being pulled by a donkey.
4490814834_caption_03,A man riding a cart being pulled by a donkey.
4490814834_caption_04,A donkey pulling a person on a cart.
4491975570_caption_00,Minivans and other vehicles are parked beside the road and families are sitting under canopies.
4491975570_caption_01,People preparing remote control planes on the side of a road.
4491975570_caption_02,Several vehicles pulled over to launch their airplanes.
4491975570_caption_03,People and toy airplanes along the roadside.
4491975570_caption_04,People preparing for a model airplane meet.
4494029358_caption_00,A lady in pink long-sleeved blouse is holding a pink bag in her lap as she reaches something to the guy next to her.
4494029358_caption_01,"Four people gather around a food truck, two sitting and two standing near the condiments table and a trashcan."
4494029358_caption_02,A woman in a pink sweater sitting next to a man in a white windbreaker in front of a mobile food van.
4494029358_caption_03,Two people are sitting down next to a white van and eating.
4494029358_caption_04,A small group of people are visiting each other outside.
44953144_caption_00,A young man in a white and pink striped shirt is riding in a horse and buggy down a paved road.
44953144_caption_01,A man in a pink and white striped shirt holding the reins of a horse.
44953144_caption_02,A man is traveling down the street in a vehicle pulled by a horse.
44953144_caption_03,A man conducts a horse-driven carriage on a tree-lined avenue.
44953144_caption_04,A man controlling a horse drawn carriage
4495921495_caption_00,A man in a t-shirt and shorts is riding a bike over pavement covered in graffiti.
4495921495_caption_01,A youth is riding his bike on some graffiti covered concrete.
4495921495_caption_02,A young man rides his bike on a surface covered in graffiti.
4495921495_caption_03,A man riding a bicycle on pavement with graffiti.
4495921495_caption_04,Man biking in half pipe with graffiti on cement.
4497873178_caption_00,"A man and a woman riding together in a white carriage pulled by a brown horse through the streets of a city, with a man in a black hat and red coat driving the carriage."
4497873178_caption_01,"Horse and cart moves down street, a man in red drives, two passengers sit in the back."
4497873178_caption_02,A man in a red jacket driving a horse drawn carriage with a couple riding in the cabin.
4497873178_caption_03,A man and woman ride in a mule drawn carriage as the driver points out landmarks.
4497873178_caption_04,A wagon with people in the back sitting on seats are being driven by someone.
4503423229_caption_00,There are a dozen construction workers unloading the materials from the truck.
4503423229_caption_01,There are many construction workers setting up scaffolding.
4503423229_caption_02,A bunch of construction workers standing on a scaffolding.
4503423229_caption_03,Several construction workers standing on a scaffold
4503423229_caption_04,Construction workers stand on scaffolding.
4503611071_caption_00,A young man is riding his bike on a ramp that is placed within a fenced area.
4503611071_caption_01,A young man is performing a stunt on his BMX bicycle.
4503611071_caption_02,A bicyclist skids along the edge of a quarter circle.
4503611071_caption_03,A young person is doing a trick on a bike.
4503611071_caption_04,A young boy riding a dirt bike on a ramp.
4503698270_caption_00,Two brown-haired men are wearing blue jeans and standing in front of a parked blue semi-truck.
4503698270_caption_01,Two men are standing outside talking in a city plaza near a large bright blue semi-truck.
4503698270_caption_02,Two men exchange hello's while a truck waits for them to move.
4503698270_caption_03,Blue semi truck and two gentleman standing in front of it.
4503698270_caption_04,A bright blue semi truck parked in a square.
4503931941_caption_00,A yellow car is driving through the street with three pedestrians on a sidewalk.
4503931941_caption_01,Two women and a man are standing outside while a yellow car drives by.
4503931941_caption_02,People standing on a sidewalk and cars going down the road.
4503931941_caption_03,Three people stand on the corner of a busy intersection.
4503931941_caption_04,People on a street corner by a bright yellow car.
4506453685_caption_00,A woman in a long-sleeved shirt is looking out of a window and holding up a small object.
4506453685_caption_01,An Asian woman with a cellphone is riding on public transportation.
4506453685_caption_02,An asian woman is looking out of a window on a train.
4506453685_caption_03,A woman on the subway looking out the window.
4506453685_caption_04,"A woman riding on a train, smoking."
4507050262_caption_00,Asian male uses a hand truck to deliver a stack of produce filled boxes.
4507050262_caption_01,A man in a gray jacket is pushing a cart down the road past a bicycle.
4507050262_caption_02,A person wheeling a stack of boxes on a dolly down a street.
4507050262_caption_03,A man pushes a dolly with some boxes down a city street.
4507050262_caption_04,Delivery person delivering goods to be sold.
4509404105_caption_00,One man is outdoors performing with a large hoop while a large group of people watch.
4509404105_caption_01,A black-haired man is entertaining a crowd with a hula hoop.
4509404105_caption_02,A man performs stunts in front of a crowd on the sidewalk.
4509404105_caption_03,A street performer does stunts with a large red hoop.
4509404105_caption_04,The crowd is watching the man in the red hoop.
4509412559_caption_00,"A man in a blue and red suit is upside-down in the air as his partner, also in a blue and red suit, and a large crowd of people watch him."
4509412559_caption_01,Street acrobats turning flips while a group of people staring with amazement on their faces.
4509412559_caption_02,An acrobatic entertainer group puts on a demonstration for interested onlookers.
4509412559_caption_03,A crowd on a city street watches a man flipping in the air.
4509412559_caption_04,Crowd watches a street performance of breakdancing.
4510049538_caption_00,A crowd of people watch a street performer do a trick with a fancy pogo stick.
4510049538_caption_01,A man is jumping on a pogo stick on the sidewalk in front of an audience.
4510049538_caption_02,A man in a blue jump shoot practices ninja jumps for a crowd of people.
4510049538_caption_03,A man in blue overalls hanging onto a pole above a crowd of people.
4510049538_caption_04,A group of people have gathered to watch a street performer.
4511377649_caption_00,"A woman wearing pink and her companion, a man wearing plaid, look at a map of Central Park in New York city, as a cyclist and horse-drawn carriage pass them in the background."
4511377649_caption_01,A man and woman are looking at a map in Central Park.
4511377649_caption_02,People looking at a map in central park.
4511377649_caption_03,Two people are reading a map in a park.
4511377649_caption_04,Two friends look at a sign in the park.
4514082925_caption_00,A yellow commuter train is on the tracks with the number 2 in the upper right corner.
4514082925_caption_01,Short yellow electric train being driven by a man in a white outfit on sunny day.
4514082925_caption_02,A yellow electrical train has a driver at front.
4514082925_caption_03,Yellow Trolley as it's making its rounds.
4514082925_caption_04,A yellow train is on the tracks.
4515628939_caption_00,"As other people walk by, three children, each holding a bicycle tire, stand on a dirt road leading to two huts in a rural African village."
4515628939_caption_01,A group of young African boys stand on a dirt road holding tires while other villagers walk behind them.
4515628939_caption_02,African children playing on a dirt road with bicycle tubes near a village.
4515628939_caption_03,Three boys hold inflated bicycle tire rings on a dusty trail.
4515628939_caption_04,People are walking along a dirt road.
4521610782_caption_00,A busy street with a taxi sitting next to a orange street-cone
4521610782_caption_01,The yellow taxi cab slowly drives by on a mundane day.
4521610782_caption_02,A city street with a pothole in the middle of it.
4521610782_caption_03,Line of cars behind a taxi in a city road.
4521610782_caption_04,Several cars line a busy city street.
4522422148_caption_00,A man in a yellow hooded sweatshirt stands among a large group of people as they all cross a busy street.
4522422148_caption_01,Many people are waiting to cross the street while a taxi passes by.
4522422148_caption_02,A group of people wait to cross the street in new york
4522422148_caption_03,All of these people are waiting to cross the street.
4522422148_caption_04,Many people waiting to cross the street.
4523593403_caption_00,A woman wearing sunglasses rides her bicycle across the crosswalk.
4523593403_caption_01,A woman wearing sunglasses riding her bike across the street.
4523593403_caption_02,A girl rides her bike in a crosswalk at an intersection.
4523593403_caption_03,A blond American girl rides her bike on a nice day.
4523593403_caption_04,A female is bicycling down a street.
4524196235_caption_00,A construction man is holding on to a handrail while there is a crane in the background.
4524196235_caption_01,A man in a blue jacket working under construction equipment.
4524196235_caption_02,A worker in a blue jumpsuit standing on the deck of a boat.
4524196235_caption_03,A man standing on a bridge under a crane.
4524196235_caption_04,A steel worker on the job.
4528455325_caption_00,A man sitting on the ground with the back tire off of his bike.
4528455325_caption_01,A man sitting on the ground with a broken bike.
4528455325_caption_02,A man sitting down putting a bike together.
4528455325_caption_03,A bicyclist on ground after wrecking bike.
4528455325_caption_04,Man just fell off of his bicycle
4528630937_caption_00,"A busy, ""big city"" scene with many people walking and gathering down a street packed with large trailers."
4528630937_caption_01,People going about their business at the corner of 5th Avenue and W 58th streets.
4528630937_caption_02,A crowded intersection in Manhattan with many people walking or standing around.
4528630937_caption_03,An early morning rush hour in the middle of the city.
4528630937_caption_04,People walks on a city sidewalk.
4530802564_caption_00,The clean up crew is cleaning up the stairwell in order to make sure customer's are safe while using the stairwell.
4530802564_caption_01,City workers attempting to remove the ice and snow that had recently fallen.
4530802564_caption_02,Orange clad workers removing snow from steps on a cold winter's day.
4530802564_caption_03,Workers making dangerous icy steps not so dangerous.
4530802564_caption_04,The crew cleaned the ice and snow off the steps.
4532878470_caption_00,A crowd of people have gathered near a blue truck with safety cones in the back.
4532878470_caption_01,A crew is filming a scene for a movie or TV show on a street.
4532878470_caption_02,A construction crew setting up a screen of some kind.
4532878470_caption_03,Newscasters with microphones next to a blue truck.
4532878470_caption_04,A group of people are filming near a blue truck.
4537322302_caption_00,"A young man white a white, button-up shirt, rides a blue bike."
4537322302_caption_01,A man in a white shirt and jeans riding a blue bicycle.
4537322302_caption_02,A man in a white shirt rides his bike
4537322302_caption_03,A young man is riding his blue bike.
4537322302_caption_04,A young man bikes on the road.
4537351220_caption_00,A woman wearing a light colored jacket walks down a street at night next to parked cars.
4537351220_caption_01,A dark city street containing one woman walking and many parked cars.
4537351220_caption_02,A person is walking around at nighttime in an isolated area.
4537351220_caption_03,A woman walks down a city street at night.
4537351220_caption_04,A woman walking around the city at night.
453807108_caption_00,A man wearing chuck taylor shoes and a tan shirt attempts to break free from a straitjacket in front of a crowd
453807108_caption_01,A street performer tries to escape from being tied up while group of onlookers surround him.
453807108_caption_02,An escape artist wearing Converse high tops struggles on one foot as a crowd looks on.
453807108_caption_03,A street performer attempts to escape a straitjacket while a crowd of people watch.
453807108_caption_04,A street performer in the middle of a crowd
4544609414_caption_00,Two persons are examining a bicycle that is upside down on some asphalt in front of somebody's yard and home.
4544609414_caption_01,A cyclist appears to be doing repairs to a bicycle that is turned upside down on the sidewalk.
4544609414_caption_02,A Lady in a black and yellow top is examining her upside-down bicycle.
4544609414_caption_03,A couple of friends repairing an upside-down bicycle.
4544609414_caption_04,A woman repairing her bicycle in front of a house.
4552239407_caption_00,A man is bending down in a park next to a woman on a bike.
4552239407_caption_01,A guy with a soda bends down as a woman stands on a bike.
4552239407_caption_02,Woman with bike and man with soda being in a park.
4552239407_caption_03,Two people take a break from riding bicycles.
4552239407_caption_04,A man and a woman with bikes at a park.
4552368228_caption_00,A man with a dark top and a brown hat is standing on equipment behind a group of animals.
4552368228_caption_01,A man wearing a hat is standing on a machine that is being pulled by horses.
4552368228_caption_02,An Amish man breaks up the soil with the help of his team of mules.
4552368228_caption_03,Man in brimmed hat with several horses pulling a plow through dirt.
4552368228_caption_04,A man is standing with a group of donkeys on a farm.
4552725875_caption_00,A paramedic is looking towards a firetruck as he stands in some small bushes.
4552725875_caption_01,A person is wearing a vest that the word paramedic on the back.
4552725875_caption_02,A male paramedic stares at a red fire engine.
4552725875_caption_03,A paramedic looks on at a firetruck.
4552725875_caption_04,A paramedic looks at a firetruck.
4552871630_caption_00,A man is walking around in the city where behind him is traffic and a group of people.
4552871630_caption_01,A fire escape on the side of a building dominates an urban scene of an alley.
4552871630_caption_02,A man walking down the street of a city looking at a car.
4552871630_caption_03,Tall buildings of an alleyway with a person walking.
4552871630_caption_04,A man in black walking down a street.
4553360582_caption_00,Two foreground individuals in hard hats wear portable tanks as they walk behind someone in similar attire.
4553360582_caption_01,One firefighter is smiling at another firefighter.
4553360582_caption_02,Two firefighters look at a building.
4553360582_caption_03,Firefighters in full gear standing.
4553360582_caption_04,Two fireman having a laugh
4553395244_caption_00,Three firemen with oxygen tanks on their backs walk up a metal ramp.
4553395244_caption_01,Three firefighters with oxygen tanks climbing a ladder.
4553395244_caption_02,Firefighters in full gear are walking up a ladder.
4553395244_caption_03,Three firemen are walking up a ladder.
4553395244_caption_04,Firefighters climbing past a tree.
45543081_caption_00,Two men sitting on a cart being drawn by a horse down a cobblestone street.
45543081_caption_01,Two young men riding on a very small horse-drawn wagon full of potatoes.
45543081_caption_02,Two men are sitting in a horse drawn cart with potatoes in the back.
45543081_caption_03,Two guys sitting on a car and horse with potatoes in the back.
45543081_caption_04,Two men on a produce cart driven by a horse.
4554488264_caption_00,Two chinese women in authentic dress and makeup are being pulled in a carriage by a man.
4554488264_caption_01,Two woman dressed as geishas are riding in a cart pulled by a man.
4554488264_caption_02,Two women are sitting in a cart while a man pulls them.
4554488264_caption_03,A man pulls a coach with two Geishas on board.
4554488264_caption_04,Two china girls riding in a carriage.
4554601589_caption_00,A policewoman on a bicycle looks at a woman dressed conservatively with a headscarf.
4554601589_caption_01,A police officer on a bicycle rests on a stone pathway in a lightly crowded area.
4554601589_caption_02,A bicycle policewoman observing a hooded female in a public setting.
4554601589_caption_03,A police office is using a bicycle to complete her duties.
4554601589_caption_04,A police officer on a bike looks around at the park.
4555587051_caption_00,"Five People are kneeling between two park cars, and one man is approaching with his arm raised into the air."
4555587051_caption_01,A man in a jacket is raising his arm surrounded by people who are bent or squatting.
4555587051_caption_02,A group of young adults squatting down on a street.
4555587051_caption_03,A group of people kneel down near a car and a van.
4555587051_caption_04,People may have been in an accident.
4556218676_caption_00,A little girl and a grown man are looking at each other and holding up two fingers on their right hands.
4556218676_caption_01,A man interacting with his daughter at a shopping center.
4556218676_caption_02,A Chinese family are shopping in the mall together.
4556218676_caption_03,Asian families taking a break from life.
4556218676_caption_04,Two kids with adults at a table.
4557557135_caption_00,A man is standing next to a yellow cab while holding up a sign with many little yellow street signs on it.
4557557135_caption_01,A vendor walks up and down a traffic strewn highway selling silly road signs.
4557557135_caption_02,A man is on the street selling yellow diamond shaped signs.
4557557135_caption_03,A man is selling decals on the street.
4557557135_caption_04,This man is selling the road signs.
4558696075_caption_00,A light rail train which is colored orange is making it's way down a street.
4558696075_caption_01,A large red vehicle with a blue stripe low on the body of the vehicle.
4558696075_caption_02,The trolley carrying people is pictured in front of a building.
4558696075_caption_03,Its a red train transporting people.
4558696075_caption_04,A red streetcar is on the street.
4559327596_caption_00,A group of people sitting or standing around a park bench in front of a brick building.
4559327596_caption_01,A man is playing a guitar for some people in front of a brick building.
4559327596_caption_02,Student spend their breaks outside enjoying each others company.
4559327596_caption_03,A group of people sit on benches at a park outside a building.
4559327596_caption_04,A group of young people sits under trees.
4562635939_caption_00,A man in a gray jacket works on a brown motorcycle with a white helmet on it.
4562635939_caption_01,A man sits outside on a curb next to an old-looking motorcycle.
4562635939_caption_02,A man sitting next to a motorcycle on the side of a street.
4562635939_caption_03,A man attending to the front wheel of his motorcycle.
4562635939_caption_04,A man crouches down next to a motorcycle.
4563143284_caption_00,A man with sunglasses is operating a construction automobile and releasing gravel on to the ground.
4563143284_caption_01,A man wearing jeans and sunglasses operating a front-loader that is filled with dirt.
4563143284_caption_02,A man in a white shirt is driving a tractor and dumping a load of sand.
4563143284_caption_03,A man wearing sunglasses in a backhoe dumps dirt onto the ground.
4563143284_caption_04,A man hauling dirt and sand in a backhoe.
4563267532_caption_00,"Several people loiter about on a street scene in the daytime, with motorcycles parked along the way."
4563267532_caption_01,Various people sitting on a white metal railing on the side of a city street.
4563267532_caption_02,People sitting on handlebars looking at motorcycles outside.
4563267532_caption_03,People hanging out on the railings bordering a street.
4563267532_caption_04,A motorcycle parked on the side of the road.
4564454239_caption_00,An elderly man in a gray jacket is riding his bike down the street.
4564454239_caption_01,An older man wearing blue jeans and a gray jacket riding a bike.
4564454239_caption_02,A man in a tan jacket and blue jeans is riding a bicycle.
4564454239_caption_03,The old man wearing a green jacket is riding his bike.
4564454239_caption_04,A man riding a bicycle by two women.
4565079276_caption_00,A woman is riding a bicycle down a sidewalk in a market district with cars parked behind her.
4565079276_caption_01,A woman with a white head cover rides a bike on the sidewalk in a city.
4565079276_caption_02,A woman with a headscarf on is riding a bike.
4565079276_caption_03,A woman is riding a red bike.
4565079276_caption_04,A woman riding a bicycle.
4565080084_caption_00,A man in a red-and-white jacket and black pants rides a bicycle down the street in a commercial district.
4565080084_caption_01,A woman in a red and white jacket riding a bicycle.
4565080084_caption_02,A woman riding a bike while wearing a tracksuit.
4565080084_caption_03,Girl on a bicycle going down a street.
4565080084_caption_04,A woman riding a bicycle.
457757906_caption_00,A man rides a three-wheeled bike with a young boy sitting on the bundles in the back trailer.
457757906_caption_01,Asian male on a bike carrying roles of carpet and another guy.
457757906_caption_02,A man on a bicycle carries things and a boy.
457757906_caption_03,Man rides a bike carrying a cart behind.
457757906_caption_04,Two men ride a bicycle down the street.
4579972123_caption_00,A woman wearing a yellow blouse is walking on a city sidewalk while a cab whizzes by.
4579972123_caption_01,A woman in yellow walking while a bright yellow car passes near her.
4579972123_caption_02,A woman in yellow walks next to a tree in the city.
4579972123_caption_03,A woman in yellow is walking outside of a building.
4579972123_caption_04,Woman in yellow walking down a sidewalk.
458160846_caption_00,This is a black and white image of a man cooking something at a food stand on a street.
458160846_caption_01,A vintage photo of a vendor selling Sabrett hotdogs on the sidewalks of the city.
458160846_caption_02,A black and white picture of a city street with a food vendor in the foreground.
458160846_caption_03,A man stands at the counter of a street vendor in a city.
458160846_caption_04,A man getting some food at a food stand.
4584267739_caption_00,Two asian women wearing hats being pulled in a rickshaw by an asian male with a headband.
4584267739_caption_01,Two Asia women are riding on a cart as a man pulls them through the street.
4584267739_caption_02,Two young ladies in a nice car that is pulled by a strong man.
4584267739_caption_03,A man pulls two women down a city street in a rickshaw.
4584267739_caption_04,A man pulls two girls in a cart.
4589546720_caption_00,A man in a white shirt and blue jeans rides his bicycle by a brick building.
4589546720_caption_01,A man in jeans with red shoes bicycles down a street past a brick building.
4589546720_caption_02,A man in red shoes rides his bike past a brick building.
4589546720_caption_03,A man riding a bike by a run-down brick building.
4589546720_caption_04,A man riding on a bicycle by side of building.
4589656744_caption_00,"A man with gray hair combed back, a blue plaid shirt and jeans, is smoking a cigarette."
4589656744_caption_01,A man in a plaid shirt is smoking a cigarette on a city street.
4589656744_caption_02,A man with gray hair and a plaid shirt is smoking a cigarette.
4589656744_caption_03,"A older man walking by a restaurant, smoking a cigarette."
4589656744_caption_04,A man on a cellphone stands in front of a restaurant.
4592269543_caption_00,A man dressed in a checkered shirt and black pants performs an aerial stunt on a bicycle.
4592269543_caption_01,A young man with a blue checkered shirt is doing bike tricks on a half pipe.
4592269543_caption_02,A man on a bike that is doing a trick.
4592269543_caption_03,A BMX biker shoots up into the air.
4592269543_caption_04,A man riding his bike up the ramp.
4592281294_caption_00,A woman is talking to a child in a carriage that she is pushing.
4592281294_caption_01,A woman looking into a red and white baby carriage in a park.
4592281294_caption_02,The lady in blue is pushing the gray and red baby stroller.
4592281294_caption_03,A woman is smiling at a baby in a stroller in a meadow.
4592281294_caption_04,A woman leans in to peek inside of a stroller.
4604103482_caption_00,A shirtless man wearing long pants is doing a skateboard trick in a metropolitan area where a man and woman are walking away from the camera.
4604103482_caption_01,A skateboarding man with no shirt does a trick and people walk in a busy city scene.
4604103482_caption_02,Shirtless man with blank pants engaged in skateboarding upon a cityscape.
4604103482_caption_03,A young shirtless man doing skateboarding tricks in the city.
4604103482_caption_04,A shirtless man is doing a jump with a skateboard.
4605605328_caption_00,Women in a black dress riding a scooter down the street.
4605605328_caption_01,A white blond lady wearing a blue bag riding a scooter.
4605605328_caption_02,A woman riding a scooter on a sidewalk in the city.
4605605328_caption_03,An older woman pushing a scooter on a city street.
4605605328_caption_04,A woman is riding a scooter on the sidewalk.
460869455_caption_00,A group of children and what appears to be their parents are gathered outside of a Papa Johns restaurant.
460869455_caption_01,There is a large group of people in front of Papa John's restaurant.
460869455_caption_02,People standing outside a Papa John's pizza store.
460869455_caption_03,Friends and family gathered outside Papa Johns.
460869455_caption_04,A group of people socializing outside.
4608742964_caption_00,Two gentlemen in top hats and a well-dressed lady in a straw hat ride in a green and red carriage pulled by four white horses.
4608742964_caption_01,"Four white horses are pulling a carriage that has people sitting in it, one of them are waving."
4608742964_caption_02,A group of middle-aged people ride a horse drawn carriage while dressed in historical costumes.
4608742964_caption_03,A group of people being pulled in a horse buggy by 4 horses on a grassy field.
4608742964_caption_04,Three people are riding a carriage pulled by four horses.
4609788189_caption_00,A teenage boy gets a lot of air on his bike at a bike course.
4609788189_caption_01,A daring adolescent ramps his bicycle over another boy.
4609788189_caption_02,An individual is launching his bicycle into the air.
4609788189_caption_03,A young boy doing tricks on his bike.
4609788189_caption_04,Kid in hoodie jumps a ramp.
4609789441_caption_00,A young boy with a black shirt and jeans riding a bike on a large bike ramp.
4609789441_caption_01,Man on a bike doing a trick at a bike park wearing jeans and black t-shirt.
4609789441_caption_02,"A teen boy, with a black shirt, and blue jeans, performs a BMX trick."
4609789441_caption_03,A blond boy is doing tricks on his bicycle.
4609789441_caption_04,A boy rides his bike in a skate park.
4609961499_caption_00,A boy rides a bicycle down the street wearing a large yellow lemon-shaped sign while a multitude of people wait in line on the sidewalk.
4609961499_caption_01,A child riding a bike with his hands up in the air while wearing a one dollar lemon sign with a line of people behind him.
4609961499_caption_02,A boy selling lemonade for $ 1 rides his bike with no hands as he advertises his product to a long line of people.
4609961499_caption_03,A boy rides a bicycle with no hands and a sign on his shirt in the shape of a lemon that says $ 1.
4609961499_caption_04,A boy is riding a bicycle with no hands near a group of people.
461085759_caption_00,The bike is upside down on the ground and being looked at by a man in a blue shirt and another man in a red shirt.
461085759_caption_01,A man in a blue shirt helping a man in a red shirt fix a trail bike
461085759_caption_02,Two men outdoors working on a bicycle.
461085759_caption_03,Two men fix a bicycle on a trail.
461085759_caption_04,Two men fixing a bicycle.
4612021294_caption_00,A teenage girl wearing a plaid shirt is jumping for joy right outside an enclosed park area.
4612021294_caption_01,"A teenager is jumping in a field, next to a tennis court, wearing a hat and a plaid shirt."
4612021294_caption_02,A teenage girl wearing flannel jumps in a grassy field near a soccer field.
4612021294_caption_03,A young woman jumps on the grass in front of a street hockey rink.
4612021294_caption_04,An adolescent woman jumps in front of an outdoor court.
4613268823_caption_00,A man driving a cart with an advertisement asking you to place your ad on the back of his bike.
4613268823_caption_01,"A man is sitting in a tricycle with a sign in the back that reads ""Your ad here!"""
4613268823_caption_02,A man rides a cart with a display asking for an advertisement up onto a curb.
4613268823_caption_03,A man is riding his cart with a sign on the back for ad space.
4613268823_caption_04,A sign proclaiming that there is ad space available.
4621758865_caption_00,An older hispanic man in a white hat sits on a cart being pulled by donkey on a rustic road.
4621758865_caption_01,A man in a gray jacket rides on a wagon being pulled by a donkey.
4621758865_caption_02,A man is using a donkey to pull a cart full of goods.
4621758865_caption_03,A Mexican man rides on a cart pulled by a donkey.
4621758865_caption_04,Man in hat driving a steering a mule and cart.
4622296311_caption_00,"Three men and one woman, who is wearing a headscarf, are mounted on scooters with palm trees behind them."
4622296311_caption_01,Three motorcycles with people on them going either shopping or to work.
4622296311_caption_02,A group of Middle Eastern adults ride scooters through a city.
4622296311_caption_03,A group of four people on three scooters stopped.
4622296311_caption_04,Men riding scooters outside.
4622326549_caption_00,A person on a mini motorbike wearing red garment and a cloth to cover her face riding along a road.
4622326549_caption_01,A person in a red full body costume is riding a motorcycle.
4622326549_caption_02,A woman tries to cover her face while riding a moped.
4622326549_caption_03,A man in a pink outfit riding a black motorcycle.
4622326549_caption_04,A person wearing a pink robe is riding a bike.
4622340284_caption_00,A woman drives a bike wearing a white blouse with her brown hair blowing in the wind.
4622340284_caption_01,A woman with a white shirt and jeans is riding a motorized scooter.
4622340284_caption_02,Woman with black hair and sunglasses riding a motor scooter.
4622340284_caption_03,A woman with black hair is riding a motorcycle on a street.
4622340284_caption_04,A woman is riding a scooter in a middle-eastern country.
4622908706_caption_00,A person with long hair pushes a young girl with pigtails in a stroller.
4622908706_caption_01,A woman walking in front a big poster with a toddler in a stroller.
4622908706_caption_02,A woman pushing a baby carriage strolls by a large advertisement.
4622908706_caption_03,A woman pushes a kid in a stroller along side a large trailer.
4622908706_caption_04,A woman and her child walking to a destination.
4622921215_caption_00,A New York City taxi drives past crowds of people on the sidewalks.
4622921215_caption_01,A taxi is trying to drive on a street amidst a crowd of people.
4622921215_caption_02,"Busy day in a big city, people are all over the place."
4622921215_caption_03,A taxi cab with a lot of people around the street.
4622921215_caption_04,Lots of people walking in a city.
4623000836_caption_00,A group of kids walk down an urban street passing by graffiti and a small car and a couple bicycles.
4623000836_caption_01,A group of youth pass some vehicles and a graffiti adorned wall as they make their way through town.
4623000836_caption_02,Group of children walking down sidewalk in front of wall tagged with spray paint.
4623000836_caption_03,Group of kids walking down the street next to a wall of graffiti.
4623000836_caption_04,Group of colored people walking the street.
462704170_caption_00,A man wearing a yellow vest and gray fisherman's cap is sitting in a red chair along with another similarly dressed man in a red chair next to him.
462704170_caption_01,Two men wearing yellow vests are lounging with their eyes closed in two cycle rickshaws.
462704170_caption_02,Two bicycle taxi (rickshaw) drivers sleeping in the cabs of their vehicles.
462704170_caption_03,Two bicycle taxi drivers rest on the seats of their taxis.
462704170_caption_04,Two people in yellow vests rests in carts.
4628366802_caption_00,Man with bowl cut and gray shirt photographed from behind on a subway.
4628366802_caption_01,Men riding on a bus or sitting in an airport terminal or something.
4628366802_caption_02,A man with short hair is sitting aboard a vehicle.
4628366802_caption_03,Two people in gray shirts riding the bus.
4628366802_caption_04,Back of man's head sitting in a bus.
4631136622_caption_00,A lady in a gray skirt and black shirt has a child on her hip crossing the street with three additional young children.
4631136622_caption_01,A woman is walking across the street with 4 children.
4631136622_caption_02,A woman and four children are crossing a busy street.
4631136622_caption_03,Women crossing the street with several children.
4631136622_caption_04,A woman walking with 4 kids.
4632504882_caption_00,"A man with a loudspeaker stands in front of a bicycle with a flag mounted on it, viewed from above."
